Entity,Code,Year,Median (2021 prices) - Income or consumption consolidated,1103374-annotations
Russia,RUS,2008,18.472271,
Russia,RUS,2009,18.181122,
Russia,RUS,2010,19.698242,
Russia,RUS,2011,20.30882,
Russia,RUS,2012,20.963125,
Russia,RUS,2013,21.299742,
Russia,RUS,2014,21.343996,
Russia,RUS,2015,20.277191,
Russia,RUS,2016,20.147062,
Russia,RUS,2017,19.890581,
Russia,RUS,2018,20.083633,
Russia,RUS,2019,20.839354,
Russia,RUS,2020,20.2921,
Rwanda,RWA,2000,1.4933084,
Rwanda,RWA,2005,1.8001628,
Rwanda,RWA,2010,2.084927,
Rwanda,RWA,2013,2.3160906,
Rwanda,RWA,2016,2.3547332,
Rwanda (rural),,1984,2.2025464,
Saint Lucia,LCA,1995,3.5179563,
Saint Lucia,LCA,2015,16.991112,
Samoa,WSM,2002,8.008149,
Samoa,WSM,2008,8.383285,
Samoa,WSM,2013,8.37618,
Sao Tome and Principe,STP,2000,5.121593,
Sao Tome and Principe,STP,2010,4.7798257,
Sao Tome and Principe,STP,2017,5.966347,
Senegal,SEN,1991,1.469486,
Senegal,SEN,1994,2.05265,
Senegal,SEN,2001,2.330083,
Senegal,SEN,2005,2.8237565,
Senegal,SEN,2011,2.8184896,
Senegal,SEN,2018,5.000536,
Senegal,SEN,2021,5.035618,
Serbia,SRB,2012,12.627927,
Serbia,SRB,2013,11.790325,
Serbia,SRB,2014,11.866239,
Serbia,SRB,2015,12.006704,
Serbia,SRB,2016,12.730736,
Serbia,SRB,2017,13.117304,
Serbia,SRB,2018,14.754832,
Serbia,SRB,2019,16.710028,
Serbia,SRB,2020,17.756826,
Serbia,SRB,2021,18.557365,
Serbia,SRB,2022,19.180807,
Seychelles,SYC,1999,15.683152,
Seychelles,SYC,2006,14.180899,
Seychelles,SYC,2013,17.164715,
Seychelles,SYC,2018,21.000998,
Sierra Leone,SLE,2003,2.0190394,
Sierra Leone,SLE,2011,2.8493311,
Sierra Leone,SLE,2018,3.3586533,
Slovakia,SVK,1992,16.257086,
Slovakia,SVK,1996,16.456554,
Slovakia,SVK,2004,17.03526,
Slovakia,SVK,2005,18.477001,
Slovakia,SVK,2006,20.785458,
Slovakia,SVK,2007,21.78041,
Slovakia,SVK,2008,22.316656,
Slovakia,SVK,2009,23.565214,
Slovakia,SVK,2010,24.261745,
Slovakia,SVK,2011,25.539555,
Slovakia,SVK,2012,23.689417,
Slovakia,SVK,2013,23.828587,
Slovakia,SVK,2014,24.02691,
Slovakia,SVK,2015,24.209932,
Slovakia,SVK,2016,24.900846,
Slovakia,SVK,2017,25.840729,
Slovakia,SVK,2018,26.865725,
Slovakia,SVK,2019,27.839066,
Slovakia,SVK,2020,26.846567,
Slovakia,SVK,2021,26.395386,
Slovakia,SVK,2022,24.712713,
Slovenia,SVN,1987,39.51967,
Slovenia,SVN,1993,22.250164,
Slovenia,SVN,1997,27.335867,
Slovenia,SVN,1999,27.448431,
Slovenia,SVN,2004,33.836594,
Slovenia,SVN,2005,35.139336,
Slovenia,SVN,2006,36.437992,
Slovenia,SVN,2007,38.38208,
Slovenia,SVN,2008,39.630775,
Slovenia,SVN,2009,39.604042,
Slovenia,SVN,2010,39.75716,
Slovenia,SVN,2011,39.530354,
Slovenia,SVN,2012,37.75983,
Slovenia,SVN,2013,37.43131,
Slovenia,SVN,2014,38.39094,
Slovenia,SVN,2015,38.752144,
Slovenia,SVN,2016,40.012688,
Slovenia,SVN,2017,40.810894,
Slovenia,SVN,2018,42.97985,
Slovenia,SVN,2019,44.281612,
Slovenia,SVN,2020,46.31383,
Slovenia,SVN,2021,48.69835,
Slovenia,SVN,2022,48.352146,
Solomon Islands,SLB,2005,2.3558502,
Solomon Islands,SLB,2012,3.4307945,
South Africa,ZAF,1993,3.5113344,
South Africa,ZAF,2000,3.1890016,
South Africa,ZAF,2005,3.624245,
South Africa,ZAF,2008,4.862677,
South Africa,ZAF,2010,5.0884223,
South Africa,ZAF,2014,4.861294,
South Asia (PIP),,1990,2.9,
South Asia (PIP),,1991,2.94,
South Asia (PIP),,1992,3,
South Asia (PIP),,1993,3.02,
South Asia (PIP),,1994,3.06,
South Asia (PIP),,1995,3.08,
South Asia (PIP),,1996,3.1,
South Asia (PIP),,1997,3.1,
South Asia (PIP),,1998,3.1,
South Asia (PIP),,1999,3.1,
South Asia (PIP),,2000,3.1,
South Asia (PIP),,2001,3.1,
South Asia (PIP),,2002,3.1,
South Asia (PIP),,2003,3.12,
South Asia (PIP),,2004,3.16,
South Asia (PIP),,2005,3.22,
South Asia (PIP),,2006,3.32,
South Asia (PIP),,2007,3.42,
South Asia (PIP),,2008,3.48,
South Asia (PIP),,2009,3.54,
South Asia (PIP),,2010,3.72,
South Asia (PIP),,2011,3.86,
South Asia (PIP),,2012,3.98,
South Asia (PIP),,2013,4.1,
South Asia (PIP),,2014,4.26,
South Asia (PIP),,2015,4.44,
South Asia (PIP),,2016,4.62,
South Asia (PIP),,2017,4.8,
South Asia (PIP),,2018,4.96,
South Asia (PIP),,2019,5.05,
South Asia (PIP),,2020,5,
South Asia (PIP),,2021,5.15,
South Asia (PIP),,2022,5.35,
South Asia (PIP),,2023,5.6,
South Asia (PIP),,2024,5.8,
South Asia (PIP),,2025,6,
South Korea,KOR,2006,33.697254,
South Korea,KOR,2008,34.382393,
South Korea,KOR,2010,34.97822,
South Korea,KOR,2012,37.427128,
South Korea,KOR,2014,38.93706,
South Korea,KOR,2016,44.89439,
South Korea,KOR,2017,46.639484,
South Korea,KOR,2018,47.9578,
South Korea,KOR,2019,50.023666,
South Korea,KOR,2020,51.71735,
South Korea,KOR,2021,54.3964,
South Sudan,SSD,2009,3.4227016,
South Sudan,SSD,2016,1.6545435,
Spain,ESP,1980,19.436148,
Spain,ESP,1985,18.837927,
Spain,ESP,1990,25.502808,
Spain,ESP,1993,27.465399,
Spain,ESP,1994,27.830128,
Spain,ESP,1995,27.16791,
Spain,ESP,1996,27.460592,
Spain,ESP,1997,29.04149,
Spain,ESP,1998,31.13461,
Spain,ESP,1999,33.06145,
Spain,ESP,2000,34.810894,
Spain,ESP,2003,37.64997,
Spain,ESP,2004,36.894367,
Spain,ESP,2005,38.688236,
Spain,ESP,2006,38.4669,
Spain,ESP,2007,45.32484,
Spain,ESP,2008,46.455524,
Spain,ESP,2009,45.988068,
Spain,ESP,2010,43.09009,
Spain,ESP,2011,41.761353,
Spain,ESP,2012,40.146248,
Spain,ESP,2013,39.104706,
Spain,ESP,2014,39.22651,
Spain,ESP,2015,40.25629,
Spain,ESP,2016,42.007767,
Spain,ESP,2017,42.5764,
Spain,ESP,2018,42.369106,
Spain,ESP,2019,45.10606,
Spain,ESP,2020,45.074932,
Spain,ESP,2021,46.308636,
Spain,ESP,2022,46.33879,
Sri Lanka,LKA,1985,4.0756235,
Sri Lanka,LKA,1990,4.177826,
Sri Lanka,LKA,1995,4.308536,
Sri Lanka,LKA,2002,4.7070417,
Sri Lanka,LKA,2006,5.593586,
Sri Lanka,LKA,2009,5.9971457,
Sri Lanka,LKA,2012,6.5505166,
Sri Lanka,LKA,2016,7.533782,
Sri Lanka,LKA,2019,7.9057584,
Sub-Saharan Africa (PIP),,1990,2.34,
Sub-Saharan Africa (PIP),,1991,2.26,
Sub-Saharan Africa (PIP),,1992,2.2,
Sub-Saharan Africa (PIP),,1993,2.16,
Sub-Saharan Africa (PIP),,1994,2.14,
Sub-Saharan Africa (PIP),,1995,2.16,
Sub-Saharan Africa (PIP),,1996,2.2,
Sub-Saharan Africa (PIP),,1997,2.22,
Sub-Saharan Africa (PIP),,1998,2.24,
Sub-Saharan Africa (PIP),,1999,2.28,
Sub-Saharan Africa (PIP),,2000,2.3,
Sub-Saharan Africa (PIP),,2001,2.34,
Sub-Saharan Africa (PIP),,2002,2.38,
Sub-Saharan Africa (PIP),,2003,2.42,
Sub-Saharan Africa (PIP),,2004,2.56,
Sub-Saharan Africa (PIP),,2005,2.66,
Sub-Saharan Africa (PIP),,2006,2.74,
Sub-Saharan Africa (PIP),,2007,2.8,
Sub-Saharan Africa (PIP),,2008,2.88,
Sub-Saharan Africa (PIP),,2009,2.92,
Sub-Saharan Africa (PIP),,2010,3.02,
Sub-Saharan Africa (PIP),,2011,3.08,
Sub-Saharan Africa (PIP),,2012,3.16,
Sub-Saharan Africa (PIP),,2013,3.22,
Sub-Saharan Africa (PIP),,2014,3.26,
Sub-Saharan Africa (PIP),,2015,3.26,
Sub-Saharan Africa (PIP),,2016,3.28,
Sub-Saharan Africa (PIP),,2017,3.3,
Sub-Saharan Africa (PIP),,2018,3.32,
Sub-Saharan Africa (PIP),,2019,3.32,
Sub-Saharan Africa (PIP),,2020,3.22,
Sub-Saharan Africa (PIP),,2021,3.24,
Sub-Saharan Africa (PIP),,2022,3.28,
Sub-Saharan Africa (PIP),,2023,3.28,
Sub-Saharan Africa (PIP),,2024,3.3,
Sub-Saharan Africa (PIP),,2025,3.34,
Sudan,SDN,2009,6.09397,
Sudan,SDN,2014,5.915067,
Suriname,SUR,2022,14.437642,
Suriname (urban),,1999,9.03194,
Sweden,SWE,1975,27.880793,
Sweden,SWE,1981,30.131878,
Sweden,SWE,1987,31.582363,
Sweden,SWE,1992,37.114872,
Sweden,SWE,1995,35.57738,
Sweden,SWE,2000,39.427227,
Sweden,SWE,2001,40.716614,
Sweden,SWE,2002,42.093452,
Sweden,SWE,2003,39.950855,
Sweden,SWE,2004,40.21779,
Sweden,SWE,2005,41.23993,
Sweden,SWE,2006,43.224365,
Sweden,SWE,2007,45.41499,
Sweden,SWE,2008,46.38075,
Sweden,SWE,2009,47.196384,
Sweden,SWE,2010,47.836018,
Sweden,SWE,2011,48.47332,
Sweden,SWE,2012,49.38975,
Sweden,SWE,2013,50.217598,
Sweden,SWE,2014,51.56719,
Sweden,SWE,2015,52.834667,
Sweden,SWE,2016,53.6846,
Sweden,SWE,2017,53.72201,
Sweden,SWE,2018,54.214558,
Sweden,SWE,2019,55.612564,
Sweden,SWE,2020,56.980762,
Sweden,SWE,2021,56.670242,
Sweden,SWE,2022,55.976055,
Switzerland,CHE,1982,63.24248,
Switzerland,CHE,1992,63.071125,
Switzerland,CHE,2000,61.29355,
Switzerland,CHE,2002,65.71595,
Switzerland,CHE,2004,62.943737,
Switzerland,CHE,2006,65.60336,
Switzerland,CHE,2007,66.44995,
Switzerland,CHE,2008,67.337036,
Switzerland,CHE,2009,67.39083,
Switzerland,CHE,2010,68.60061,
Switzerland,CHE,2011,70.21318,
Switzerland,CHE,2012,71.037796,
Switzerland,CHE,2013,70.28073,
Switzerland,CHE,2014,70.89274,
Switzerland,CHE,2015,71.44715,
Switzerland,CHE,2016,72.06696,
Switzerland,CHE,2017,72.17257,
Switzerland,CHE,2018,70.98794,
Switzerland,CHE,2019,71.44184,
Switzerland,CHE,2020,72.58905,
Switzerland,CHE,2021,73.06706,
Syria,SYR,1996,9.291925,
Syria,SYR,2003,11.242495,
Syria,SYR,2006,11.642912,
Syria,SYR,2009,11.44501,
Syria,SYR,2022,4.755602,
Taiwan,TWN,1981,15.270625,
Taiwan,TWN,1986,20.401674,
Taiwan,TWN,1991,33.86943,
Taiwan,TWN,1995,39.72731,
Taiwan,TWN,1997,41.74807,
Taiwan,TWN,2000,43.705616,
Taiwan,TWN,2005,43.129772,
Taiwan,TWN,2007,40.965775,
Taiwan,TWN,2010,38.12395,
Taiwan,TWN,2013,38.805595,
Taiwan,TWN,2016,41.810047,
Taiwan,TWN,2017,42.918938,
Taiwan,TWN,2018,43.19756,
Taiwan,TWN,2019,44.39684,
Taiwan,TWN,2020,46.65498,
Taiwan,TWN,2021,46.22723,
Tajikistan,TJK,1999,1.954403,
Tajikistan,TJK,2003,2.749305,
Tajikistan,TJK,2004,3.6100957,
Tajikistan,TJK,2007,4.2920527,
Tajikistan,TJK,2009,5.0240126,
Tajikistan,TJK,2015,5.6901064,
Tanzania,TZA,1991,2.0400734,
Tanzania,TZA,2000,1.3676329,
Tanzania,TZA,2007,2.4608622,
Tanzania,TZA,2011,2.9384396,
Tanzania,TZA,2018,2.9583135,
Thailand,THA,1981,4.397036,
Thailand,THA,1988,4.6066093,
Thailand,THA,1990,4.8873553,
Thailand,THA,1992,5.6281624,
Thailand,THA,1994,6.4904895,
Thailand,THA,1996,7.1348886,
Thailand,THA,1998,7.2965856,
Thailand,THA,1999,6.8029203,
Thailand,THA,2000,6.727949,
Thailand,THA,2002,7.8282666,
Thailand,THA,2004,8.826661,
Thailand,THA,2006,10.092719,
Thailand,THA,2007,10.3423605,
Thailand,THA,2008,10.839764,
Thailand,THA,2009,11.40656,
Thailand,THA,2010,11.680289,
Thailand,THA,2011,12.202188,
Thailand,THA,2012,12.899415,
Thailand,THA,2013,13.284977,
Thailand,THA,2014,13.466583,
Thailand,THA,2015,14.301866,
Thailand,THA,2016,14.110462,
Thailand,THA,2017,14.473119,
Thailand,THA,2018,14.238947,
Thailand,THA,2019,14.533012,
Thailand,THA,2020,14.938319,
Thailand,THA,2021,14.983003,
Thailand,THA,2022,15.5308075,
Thailand,THA,2023,16.251598,
Togo,TGO,2006,2.1111562,
Togo,TGO,2011,2.1395934,
Togo,TGO,2015,2.3283546,
Togo,TGO,2018,3.8562782,
Togo,TGO,2021,3.8513374,
Tonga,TON,2000,9.9420805,
Tonga,TON,2009,9.094932,
Tonga,TON,2015,7.7448297,
Tonga,TON,2021,11.002698,
Trinidad and Tobago,TTO,1988,16.714436,
Trinidad and Tobago,TTO,1992,12.171705,
Tunisia,TUN,1985,5.38296,
Tunisia,TUN,1990,6.2041497,
Tunisia,TUN,1995,6.1023164,
Tunisia,TUN,2000,7.295359,
Tunisia,TUN,2005,8.436935,
Tunisia,TUN,2010,10.752841,
Tunisia,TUN,2015,12.366548,
Tunisia,TUN,2021,13.039963,
Turkey,TUR,1987,7.408589,
Turkey,TUR,1994,7.6434703,
Turkey,TUR,2002,8.242091,
Turkey,TUR,2003,7.6997123,
Turkey,TUR,2004,9.899648,
Turkey,TUR,2005,10.295534,
Turkey,TUR,2006,10.842563,
Turkey,TUR,2007,11.609272,
Turkey,TUR,2008,12.882828,
Turkey,TUR,2009,12.575607,
Turkey,TUR,2010,12.665,
Turkey,TUR,2011,13.478634,
Turkey,TUR,2012,13.871971,
Turkey,TUR,2013,14.614255,
Turkey,TUR,2014,14.7686,
Turkey,TUR,2015,14.296437,
Turkey,TUR,2016,15.375648,
Turkey,TUR,2017,16.90089,
Turkey,TUR,2018,17.560368,
Turkey,TUR,2019,17.509054,
Turkey,TUR,2020,17.801718,
Turkey,TUR,2021,19.176064,
Turkey,TUR,2022,19.941008,
Turkmenistan,TKM,1998,3.8281884,
Tuvalu,TUV,2010,6.929115,
Uganda,UGA,1989,1.8745297,
Uganda,UGA,1992,1.7372886,
Uganda,UGA,1996,1.7612693,
Uganda,UGA,1999,1.633022,
Uganda,UGA,2002,1.6988745,
Uganda,UGA,2005,1.9622552,
Uganda,UGA,2009,2.3833196,
Uganda,UGA,2012,2.7263718,
Uganda,UGA,2016,2.5239923,
Uganda,UGA,2019,2.5614321,
Ukraine,UKR,1992,6.8882537,
Ukraine,UKR,1993,6.800721,
Ukraine,UKR,1995,6.3074274,
Ukraine,UKR,1996,5.5392904,
Ukraine,UKR,2002,6.3891664,
Ukraine,UKR,2003,7.108474,
Ukraine,UKR,2004,8.0161,
Ukraine,UKR,2005,9.454845,
Ukraine,UKR,2006,10.155931,
Ukraine,UKR,2007,9.948113,
Ukraine,UKR,2008,11.415009,
Ukraine,UKR,2009,10.680052,
Ukraine,UKR,2010,11.47939,
Ukraine,UKR,2011,11.922744,
Ukraine,UKR,2012,12.439853,
Ukraine,UKR,2013,13.145207,
Ukraine,UKR,2014,12.628146,
Ukraine,UKR,2015,11.226501,
Ukraine,UKR,2016,11.571517,
Ukraine,UKR,2017,12.538975,
Ukraine,UKR,2018,13.081821,
Ukraine,UKR,2019,14.278257,
Ukraine,UKR,2020,13.703301,
United Arab Emirates,ARE,2013,67.13231,
United Arab Emirates,ARE,2018,76.51879,
United Kingdom,GBR,1968,20.972933,
United Kingdom,GBR,1969,21.019194,
United Kingdom,GBR,1970,21.381754,
United Kingdom,GBR,1971,21.02255,
United Kingdom,GBR,1972,22.120485,
United Kingdom,GBR,1973,23.721457,
United Kingdom,GBR,1974,23.903648,
United Kingdom,GBR,1975,23.452871,
United Kingdom,GBR,1976,22.567991,
United Kingdom,GBR,1977,22.27651,
United Kingdom,GBR,1978,24.417875,
United Kingdom,GBR,1979,24.588326,
United Kingdom,GBR,1980,24.938335,
United Kingdom,GBR,1981,24.719622,
United Kingdom,GBR,1982,27.155264,
United Kingdom,GBR,1983,26.030561,
United Kingdom,GBR,1984,27.224224,
United Kingdom,GBR,1985,27.557507,
United Kingdom,GBR,1986,29.405293,
United Kingdom,GBR,1987,30.242697,
United Kingdom,GBR,1988,32.013416,
United Kingdom,GBR,1989,33.050034,
United Kingdom,GBR,1990,33.37891,
United Kingdom,GBR,1991,34.507523,
United Kingdom,GBR,1992,33.671402,
United Kingdom,GBR,1993,33.4315,
United Kingdom,GBR,1994,35.939613,
United Kingdom,GBR,1995,36.15547,
United Kingdom,GBR,1996,37.841774,
United Kingdom,GBR,1997,38.99856,
United Kingdom,GBR,1998,40.435978,
United Kingdom,GBR,1999,41.259808,
United Kingdom,GBR,2000,43.590435,
United Kingdom,GBR,2001,45.286922,
United Kingdom,GBR,2002,45.799927,
United Kingdom,GBR,2003,46.86582,
United Kingdom,GBR,2004,48.182396,
United Kingdom,GBR,2005,49.116035,
United Kingdom,GBR,2006,49.458508,
United Kingdom,GBR,2007,50.945343,
United Kingdom,GBR,2008,50.786198,
United Kingdom,GBR,2009,50.24893,
United Kingdom,GBR,2010,50.09755,
United Kingdom,GBR,2011,49.487873,
United Kingdom,GBR,2012,49.18042,
United Kingdom,GBR,2013,49.73178,
United Kingdom,GBR,2014,51.155495,
United Kingdom,GBR,2015,51.80248,
United Kingdom,GBR,2016,52.72217,
United Kingdom,GBR,2017,52.915264,
United Kingdom,GBR,2018,52.79361,
United Kingdom,GBR,2019,55.069687,
United Kingdom,GBR,2020,54.00657,
United Kingdom,GBR,2021,54.653233,
United States,USA,1963,33.3453,
United States,USA,1964,34.652966,
United States,USA,1965,36.72137,
United States,USA,1966,37.17764,
United States,USA,1967,38.601288,
United States,USA,1968,40.38819,
United States,USA,1969,41.710464,
United States,USA,1970,41.672863,
United States,USA,1971,42.23907,
United States,USA,1972,45.827267,
United States,USA,1973,46.97675,
United States,USA,1974,45.476345,
United States,USA,1975,45.96252,
United States,USA,1976,47.319294,
United States,USA,1977,47.422604,
United States,USA,1978,48.406773,
United States,USA,1979,49.57227,
United States,USA,1980,47.30716,
United States,USA,1981,45.933746,
United States,USA,1982,46.12054,
United States,USA,1983,47.59237,
United States,USA,1984,49.520126,
United States,USA,1985,50.001457,
United States,USA,1986,51.48332,
United States,USA,1987,53.451954,
United States,USA,1988,53.709267,
United States,USA,1989,53.963505,
United States,USA,1990,52.467056,
United States,USA,1991,52.607883,
United States,USA,1992,52.293064,
United States,USA,1993,51.600204,
United States,USA,1994,52.536674,
United States,USA,1995,53.018784,
United States,USA,1996,53.518677,
United States,USA,1997,54.86171,
United States,USA,1998,57.243656,
United States,USA,1999,58.344913,
United States,USA,2000,58.785065,
United States,USA,2001,58.462826,
United States,USA,2002,59.197712,
United States,USA,2003,59.45434,
United States,USA,2004,58.857773,
United States,USA,2005,59.292313,
United States,USA,2006,59.95192,
United States,USA,2007,60.296795,
United States,USA,2008,58.702255,
United States,USA,2009,59.258114,
United States,USA,2010,58.549274,
United States,USA,2011,58.214737,
United States,USA,2012,58.531597,
United States,USA,2013,58.154797,
United States,USA,2014,56.706657,
United States,USA,2015,59.650497,
United States,USA,2016,63.17502,
United States,USA,2017,64.09559,
United States,USA,2018,66.26087,
United States,USA,2019,70.77695,
United States,USA,2020,74.36918,
United States,USA,2021,73.883224,
United States,USA,2022,67.94248,
United States,USA,2023,69.99849,
Uruguay,URY,2006,15.4720545,
Uruguay,URY,2007,16.713425,
Uruguay,URY,2008,18.914045,
Uruguay,URY,2009,20.293756,
Uruguay,URY,2010,20.58703,
Uruguay,URY,2011,23.395288,
Uruguay,URY,2012,24.44965,
Uruguay,URY,2013,25.322454,
Uruguay,URY,2014,26.82957,
Uruguay,URY,2015,27.307968,
Uruguay,URY,2016,26.824633,
Uruguay,URY,2017,27.859934,
Uruguay,URY,2018,27.17494,
Uruguay,URY,2019,26.804096,
Uruguay,URY,2020,24.765676,
Uruguay,URY,2021,24.622313,
Uruguay,URY,2022,25.583008,
Uruguay,URY,2023,25.881685,
Uruguay (urban),,1981,18.040716,
Uruguay (urban),,1989,19.57855,
Uruguay (urban),,1992,20.892405,
Uruguay (urban),,1995,21.531109,
Uruguay (urban),,1996,20.797235,
Uruguay (urban),,1997,20.757963,
Uruguay (urban),,1998,22.087797,
Uruguay (urban),,2000,20.889593,
Uruguay (urban),,2001,19.826086,
Uruguay (urban),,2002,17.57551,
Uruguay (urban),,2003,14.576743,
Uruguay (urban),,2004,14.789436,
Uruguay (urban),,2005,15.605261,
Uzbekistan,UZB,2021,9.778542,
Uzbekistan,UZB,2022,10.622447,
Uzbekistan,UZB,2023,12.552324,
Vanuatu,VUT,2010,4.558657,
Vanuatu,VUT,2019,5.1672015,
Venezuela,VEN,1981,10.151811,
Venezuela,VEN,1987,9.362673,
Venezuela,VEN,1989,10.831895,
Venezuela,VEN,1992,9.999071,
Venezuela,VEN,1995,7.4045525,
Venezuela,VEN,1998,7.7974,
Venezuela,VEN,1999,7.068014,
Venezuela,VEN,2001,7.3858223,
Venezuela,VEN,2002,5.99212,
Venezuela,VEN,2003,5.2363305,
Venezuela,VEN,2004,5.9215183,
Venezuela,VEN,2005,7.353179,
Venezuela,VEN,2006,9.385901,
Vietnam,VNM,1992,2.7037113,
Vietnam,VNM,1997,3.4775908,
Vietnam,VNM,2002,3.2851188,
Vietnam,VNM,2004,3.9899423,
Vietnam,VNM,2006,4.60619,
Vietnam,VNM,2008,4.946105,
Vietnam,VNM,2010,8.347608,
Vietnam,VNM,2012,9.262785,
Vietnam,VNM,2014,9.965496,
Vietnam,VNM,2016,11.4456625,
Vietnam,VNM,2018,12.702153,
Vietnam,VNM,2020,13.870896,
Vietnam,VNM,2022,13.319195,
Western and Central Africa (PIP),,1990,2.32,
Western and Central Africa (PIP),,1991,2.26,
Western and Central Africa (PIP),,1992,2.2,
Western and Central Africa (PIP),,1993,2.2,
Western and Central Africa (PIP),,1994,2.18,
Western and Central Africa (PIP),,1995,2.18,
Western and Central Africa (PIP),,1996,2.2,
Western and Central Africa (PIP),,1997,2.24,
Western and Central Africa (PIP),,1998,2.3,
Western and Central Africa (PIP),,1999,2.34,
Western and Central Africa (PIP),,2000,2.38,
Western and Central Africa (PIP),,2001,2.46,
Western and Central Africa (PIP),,2002,2.58,
Western and Central Africa (PIP),,2003,2.64,
Western and Central Africa (PIP),,2004,2.74,
Western and Central Africa (PIP),,2005,2.8,
Western and Central Africa (PIP),,2006,2.86,
Western and Central Africa (PIP),,2007,2.92,
Western and Central Africa (PIP),,2008,3.02,
Western and Central Africa (PIP),,2009,3.08,
Western and Central Africa (PIP),,2010,3.2,
Western and Central Africa (PIP),,2011,3.26,
Western and Central Africa (PIP),,2012,3.36,
Western and Central Africa (PIP),,2013,3.46,
Western and Central Africa (PIP),,2014,3.56,
Western and Central Africa (PIP),,2015,3.56,
Western and Central Africa (PIP),,2016,3.64,
Western and Central Africa (PIP),,2017,3.76,
Western and Central Africa (PIP),,2018,3.88,
Western and Central Africa (PIP),,2019,3.96,
Western and Central Africa (PIP),,2020,3.86,
Western and Central Africa (PIP),,2021,3.9,
Western and Central Africa (PIP),,2022,3.94,
Western and Central Africa (PIP),,2023,3.98,
Western and Central Africa (PIP),,2024,4.02,
Western and Central Africa (PIP),,2025,4.08,
World,OWID_WRL,1990,3.52,
World,OWID_WRL,1991,3.54,
World,OWID_WRL,1992,3.58,
World,OWID_WRL,1993,3.62,
World,OWID_WRL,1994,3.7,
World,OWID_WRL,1995,3.82,
World,OWID_WRL,1996,3.9,
World,OWID_WRL,1997,3.96,
World,OWID_WRL,1998,3.96,
World,OWID_WRL,1999,3.98,
World,OWID_WRL,2000,4.1,
World,OWID_WRL,2001,4.2,
World,OWID_WRL,2002,4.34,
World,OWID_WRL,2003,4.48,
World,OWID_WRL,2004,4.7,
World,OWID_WRL,2005,4.9,
World,OWID_WRL,2006,5.1,
World,OWID_WRL,2007,5.35,
World,OWID_WRL,2008,5.5,
World,OWID_WRL,2009,5.7,
World,OWID_WRL,2010,6,
World,OWID_WRL,2011,6.3,
World,OWID_WRL,2012,6.6,
World,OWID_WRL,2013,7,
World,OWID_WRL,2014,7.25,
World,OWID_WRL,2015,7.5,
World,OWID_WRL,2016,7.75,
World,OWID_WRL,2017,7.95,
World,OWID_WRL,2018,8.2,
World,OWID_WRL,2019,8.4,
World,OWID_WRL,2020,8.2,
World,OWID_WRL,2021,8.65,
World,OWID_WRL,2022,8.8,
World,OWID_WRL,2023,9,
World,OWID_WRL,2024,9.2,
World,OWID_WRL,2025,9.35,
Yemen,YEM,1998,5.558853,
Yemen,YEM,2005,4.5611496,
Yemen,YEM,2014,3.798047,
Zambia,ZMB,1991,1.8626359,
Zambia,ZMB,1993,1.9293066,
Zambia,ZMB,1996,2.6350677,
Zambia,ZMB,1998,2.5752726,
Zambia,ZMB,2002,2.18325,
Zambia,ZMB,2004,1.819541,
Zambia,ZMB,2006,1.6569356,
Zambia,ZMB,2010,1.7385536,
Zambia,ZMB,2015,1.818314,
Zambia,ZMB,2022,1.6791865,
Zimbabwe,ZWE,2011,3.931386,
Zimbabwe,ZWE,2017,3.3001366,
Zimbabwe,ZWE,2019,3.0478637,